amount,payment_method,merchant_category,subscription_status,failure_category,failure_code,attempt_number,previous_transactions,previous_successes,previous_failures,previous_recovery_successes,customer_failure_rate,hour_of_day,day_of_week,is_weekend,recovered
3489.88,upi,travel,active,authentication_failure,AUTH_FAILED,1,18,16,2,2,0.1111111111111111,1,5,1,1
3863.43,upi,ecommerce,none,insufficient_funds,INSUFFICIENT_FUNDS,1,8,5,3,2,0.375,1,5,1,0
2224.02,netbanking,healthcare,none,expired_payment_method,CARD_EXPIRED,2,11,11,0,0,0.0,2,5,1,0
3513.0,credit_card,travel,none,transient,GATEWAY_TIMEOUT,1,12,11,1,0,0.0833333333333333,2,5,1,1
702.97,debit_card,education,none,insufficient_funds,BALANCE_LOW,3,18,15,3,3,0.1666666666666666,4,5,1,0
1445.1,upi,healthcare,none,authentication_failure,AUTH_FAILED,3,27,17,10,0,0.3703703703703703,5,5,1,0
350.87,credit_card,travel,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,2,7,3,4,3,0.5714285714285714,6,5,1,0
2010.68,debit_card,food,none,network_failure,NETWORK_ERROR,1,5,4,1,1,0.2,8,5,1,1
1149.95,upi,healthcare,past_due,authentication_failure,AUTH_FAILED,1,11,10,1,0,0.0909090909090909,9,5,1,1
1326.18,upi,travel,active,unknown,UNKNOWN_ERROR,1,24,18,6,5,0.25,10,5,1,0
5595.92,debit_card,food,none,insufficient_funds,BALANCE_LOW,2,1,1,0,0,0.0,10,5,1,0
192.76,upi,education,none,unknown,UNKNOWN_ERROR,1,5,5,0,0,0.0,11,5,1,0
2654.61,netbanking,travel,none,expired_payment_method,CARD_EXPIRED,1,11,11,0,0,0.0,11,5,1,1
1307.61,upi,education,none,transient,GATEWAY_TIMEOUT,1,26,23,3,1,0.1153846153846153,12,5,1,1
3021.03,upi,saas,past_due,unknown,UNKNOWN_ERROR,1,16,11,5,2,0.3125,12,5,1,1
1560.57,wallet,education,active,network_failure,NETWORK_ERROR,2,6,5,1,0,0.1666666666666666,12,5,1,1
3455.24,netbanking,saas,none,insufficient_funds,INSUFFICIENT_FUNDS,2,18,18,0,0,0.0,13,5,1,0
3937.81,upi,food,none,insufficient_funds,INSUFFICIENT_FUNDS,1,3,1,2,1,0.6666666666666666,13,5,1,1
710.1,upi,travel,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,22,19,3,3,0.1363636363636363,14,5,1,0
1612.72,wallet,healthcare,past_due,transient,GATEWAY_TIMEOUT,1,9,6,3,0,0.3333333333333333,15,5,1,1
918.24,debit_card,saas,none,network_failure,NETWORK_ERROR,1,5,4,1,0,0.2,16,5,1,1
2702.65,credit_card,education,active,expired_payment_method,CARD_EXPIRED,2,13,12,1,0,0.0769230769230769,18,5,1,0
5314.59,credit_card,healthcare,none,transient,PROCESSING_TIMEOUT,2,19,15,4,1,0.2105263157894736,19,5,1,1
1506.25,debit_card,ecommerce,none,transient,GATEWAY_TIMEOUT,3,12,10,2,2,0.1666666666666666,19,5,1,1
2579.29,upi,ecommerce,active,authentication_failure,OTP_FAILED,2,18,17,1,1,0.0555555555555555,20,5,1,0
1032.15,credit_card,travel,active,network_failure,NETWORK_ERROR,1,20,16,4,2,0.2,21,5,1,1
5612.83,credit_card,healthcare,none,expired_payment_method,CARD_EXPIRED,1,16,16,0,0,0.0,21,5,1,0
3136.54,upi,education,active,network_failure,NETWORK_ERROR,1,23,23,0,0,0.0,21,5,1,0
1607.03,upi,food,none,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,1,1,0,0,0.0,0,6,1,1
839.45,credit_card,saas,none,merchant_error,INVALID_REQUEST,3,6,5,1,0,0.1666666666666666,2,6,1,0
2546.0,upi,education,none,authentication_failure,AUTH_FAILED,2,20,18,2,2,0.1,3,6,1,0
1807.03,credit_card,education,none,authentication_failure,OTP_FAILED,1,23,16,7,5,0.3043478260869565,4,6,1,1
1868.1,upi,travel,none,network_failure,CONNECTION_FAILED,2,26,23,3,2,0.1153846153846153,4,6,1,1
1673.35,credit_card,education,none,authentication_failure,OTP_FAILED,1,21,16,5,0,0.238095238095238,6,6,1,1
6475.47,upi,food,none,transient,PROCESSING_TIMEOUT,2,17,11,6,4,0.3529411764705882,6,6,1,0
9477.89,upi,healthcare,none,authentication_failure,AUTH_FAILED,2,27,23,4,4,0.1481481481481481,8,6,1,1
4068.04,credit_card,ecommerce,active,network_failure,NETWORK_ERROR,1,28,19,9,0,0.3214285714285714,10,6,1,0
4395.2,upi,ecommerce,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,1,1,0,0,0.0,10,6,1,1
3776.29,upi,travel,active,authentication_failure,AUTH_FAILED,1,22,16,6,0,0.2727272727272727,11,6,1,1
1058.25,debit_card,education,active,authentication_failure,OTP_FAILED,2,10,9,1,1,0.1,11,6,1,0
1730.62,upi,saas,active,unknown,UNKNOWN_ERROR,1,8,6,2,0,0.25,13,6,1,0
634.44,upi,ecommerce,active,authentication_failure,OTP_FAILED,1,8,7,1,0,0.125,13,6,1,0
1841.61,credit_card,saas,active,merchant_error,INVALID_REQUEST,3,23,22,1,0,0.0434782608695652,16,6,1,1
1034.14,credit_card,ecommerce,active,transient,PROCESSING_TIMEOUT,3,27,20,7,0,0.2592592592592592,18,6,1,0
265.51,credit_card,travel,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,3,19,17,2,1,0.1052631578947368,19,6,1,0
902.48,credit_card,ecommerce,active,insufficient_funds,INSUFFICIENT_FUNDS,3,16,16,0,0,0.0,19,6,1,0
940.03,credit_card,saas,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,11,11,0,0,0.0,21,6,1,0
3011.82,upi,travel,active,insufficient_funds,BALANCE_LOW,1,19,7,12,9,0.631578947368421,22,6,1,0
1264.81,upi,travel,active,unknown,UNKNOWN_ERROR,3,11,7,4,1,0.3636363636363636,22,6,1,1
1012.4,upi,saas,active,transient,PROCESSING_TIMEOUT,1,13,12,1,0,0.0769230769230769,2,0,0,1
8234.6,credit_card,ecommerce,active,insufficient_funds,INSUFFICIENT_FUNDS,1,5,5,0,0,0.0,4,0,0,0
1047.28,debit_card,healthcare,none,transient,GATEWAY_TIMEOUT,1,13,12,1,1,0.0769230769230769,4,0,0,1
6810.41,credit_card,education,active,expired_payment_method,CARD_EXPIRED,2,25,25,0,0,0.0,4,0,0,0
8086.78,upi,food,none,transient,GATEWAY_TIMEOUT,1,6,4,2,2,0.3333333333333333,4,0,0,1
8464.72,upi,education,active,network_failure,CONNECTION_FAILED,2,9,8,1,1,0.1111111111111111,6,0,0,0
3445.15,upi,saas,none,authentication_failure,OTP_FAILED,1,20,14,6,3,0.3,7,0,0,1
832.65,upi,travel,active,authentication_failure,AUTH_FAILED,2,24,19,5,3,0.2083333333333333,7,0,0,1
1916.99,upi,travel,none,transient,GATEWAY_TIMEOUT,2,26,20,6,4,0.2307692307692307,9,0,0,1
1895.54,netbanking,saas,none,expired_payment_method,CARD_EXPIRED,1,29,27,2,2,0.0689655172413793,10,0,0,0
3894.33,upi,ecommerce,none,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,14,12,2,2,0.1428571428571428,10,0,0,1
2314.48,upi,food,past_due,transient,GATEWAY_TIMEOUT,2,11,11,0,0,0.0,11,0,0,1
3040.36,credit_card,healthcare,none,network_failure,CONNECTION_FAILED,1,17,9,8,2,0.4705882352941176,12,0,0,1
11453.53,credit_card,saas,none,unknown,UNKNOWN_ERROR,1,22,19,3,2,0.1363636363636363,12,0,0,0
1622.81,wallet,travel,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,15,10,5,3,0.3333333333333333,12,0,0,1
4064.25,upi,food,active,transient,GATEWAY_TIMEOUT,2,15,14,1,0,0.0666666666666666,13,0,0,1
1956.07,upi,ecommerce,none,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,25,24,1,1,0.04,14,0,0,1
1670.27,netbanking,healthcare,none,insufficient_funds,INSUFFICIENT_FUNDS,2,10,10,0,0,0.0,15,0,0,1
2297.52,upi,healthcare,past_due,insufficient_funds,BALANCE_LOW,2,25,17,8,1,0.32,17,0,0,1
697.27,upi,food,none,merchant_error,INVALID_REQUEST,3,7,7,0,0,0.0,17,0,0,0
601.22,debit_card,saas,active,insufficient_funds,INSUFFICIENT_FUNDS,3,21,16,5,0,0.238095238095238,18,0,0,0
450.72,upi,saas,past_due,insufficient_funds,INSUFFICIENT_FUNDS,2,11,8,3,2,0.2727272727272727,18,0,0,0
808.34,credit_card,food,none,authentication_failure,AUTH_FAILED,1,29,25,4,1,0.1379310344827586,20,0,0,1
1307.97,debit_card,saas,active,merchant_error,INVALID_REQUEST,1,13,13,0,0,0.0,21,0,0,0
1140.01,netbanking,ecommerce,active,authentication_failure,OTP_FAILED,1,19,14,5,1,0.2631578947368421,22,0,0,0
890.34,debit_card,education,active,authentication_failure,OTP_FAILED,2,23,16,7,2,0.3043478260869565,22,0,0,0
735.35,netbanking,ecommerce,active,transient,PROCESSING_TIMEOUT,1,20,17,3,0,0.15,1,1,0,0
2965.89,netbanking,food,active,authentication_failure,AUTH_FAILED,1,4,4,0,0,0.0,1,1,0,1
803.44,netbanking,ecommerce,none,insufficient_funds,INSUFFICIENT_FUNDS,1,18,12,6,0,0.3333333333333333,1,1,0,0
12728.64,upi,food,none,unknown,UNKNOWN_ERROR,1,20,15,5,3,0.25,3,1,0,1
2893.69,credit_card,ecommerce,none,expired_payment_method,CARD_EXPIRED,3,9,8,1,0,0.1111111111111111,4,1,0,0
7695.0,credit_card,healthcare,none,insufficient_funds,INSUFFICIENT_FUNDS,1,24,22,2,1,0.0833333333333333,6,1,0,1
800.1,upi,food,active,network_failure,NETWORK_ERROR,2,26,16,10,9,0.3846153846153846,7,1,0,1
2495.41,wallet,food,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,28,27,1,1,0.0357142857142857,7,1,0,0
2418.61,upi,education,none,insufficient_funds,BALANCE_LOW,2,25,24,1,0,0.04,8,1,0,0
1428.67,netbanking,travel,none,transient,GATEWAY_TIMEOUT,3,17,17,0,0,0.0,10,1,0,0
1056.26,credit_card,saas,active,merchant_error,INVALID_REQUEST,1,2,1,1,1,0.5,10,1,0,0
1056.79,upi,food,none,unknown,UNKNOWN_ERROR,1,3,3,0,0,0.0,12,1,0,0
503.18,upi,education,none,network_failure,CONNECTION_FAILED,1,8,7,1,1,0.125,12,1,0,1
485.0,upi,ecommerce,none,transient,GATEWAY_TIMEOUT,2,1,0,1,0,1.0,13,1,0,0
1394.33,upi,travel,active,insufficient_funds,BALANCE_LOW,2,21,16,5,4,0.238095238095238,13,1,0,1
331.81,credit_card,saas,active,insufficient_funds,BALANCE_LOW,2,3,3,0,0,0.0,15,1,0,0
792.93,credit_card,travel,none,insufficient_funds,BALANCE_LOW,1,18,15,3,2,0.1666666666666666,16,1,0,0
1030.36,credit_card,food,none,authentication_failure,OTP_FAILED,2,18,17,1,0,0.0555555555555555,16,1,0,0
1332.4,upi,ecommerce,none,network_failure,CONNECTION_FAILED,2,27,25,2,2,0.074074074074074,17,1,0,1
4717.07,credit_card,travel,none,unknown,UNKNOWN_ERROR,2,16,11,5,4,0.3125,17,1,0,0
2819.39,upi,saas,active,transient,GATEWAY_TIMEOUT,3,3,3,0,0,0.0,18,1,0,0
5554.31,upi,ecommerce,none,unknown,UNKNOWN_ERROR,1,11,11,0,0,0.0,19,1,0,0
1368.08,upi,healthcare,none,transient,PROCESSING_TIMEOUT,1,26,25,1,1,0.0384615384615384,22,1,0,1
10833.71,upi,ecommerce,past_due,insufficient_funds,INSUFFICIENT_FUNDS,1,7,7,0,0,0.0,0,2,0,0
2628.37,upi,food,none,expired_payment_method,CARD_EXPIRED,2,1,1,0,0,0.0,2,2,0,1
4852.78,upi,saas,active,insufficient_funds,BALANCE_LOW,2,14,13,1,1,0.0714285714285714,2,2,0,0
2768.01,credit_card,food,active,authentication_failure,AUTH_FAILED,1,28,25,3,2,0.1071428571428571,4,2,0,1
1485.77,upi,travel,past_due,insufficient_funds,INSUFFICIENT_FUNDS,3,14,11,3,1,0.2142857142857142,4,2,0,0
1405.72,netbanking,food,none,network_failure,NETWORK_ERROR,3,26,14,12,7,0.4615384615384615,5,2,0,0
9734.73,credit_card,travel,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,21,16,5,2,0.238095238095238,6,2,0,0
11165.16,debit_card,travel,past_due,transient,PROCESSING_TIMEOUT,1,28,14,14,7,0.5,7,2,0,1
1573.88,credit_card,education,none,merchant_error,INVALID_REQUEST,3,27,21,6,0,0.2222222222222222,7,2,0,0
2204.66,upi,food,none,transient,GATEWAY_TIMEOUT,3,17,13,4,2,0.2352941176470588,9,2,0,1
6734.93,netbanking,ecommerce,active,transient,PROCESSING_TIMEOUT,2,25,18,7,4,0.28,9,2,0,0
2445.42,credit_card,food,past_due,insufficient_funds,INSUFFICIENT_FUNDS,1,1,1,0,0,0.0,10,2,0,0
2157.44,upi,healthcare,none,network_failure,CONNECTION_FAILED,2,24,14,10,4,0.4166666666666667,10,2,0,0
9300.92,upi,food,active,insufficient_funds,INSUFFICIENT_FUNDS,3,21,10,11,10,0.5238095238095238,11,2,0,0
1170.4,credit_card,food,active,authentication_failure,OTP_FAILED,1,9,8,1,0,0.1111111111111111,12,2,0,1
2993.94,upi,education,none,transient,PROCESSING_TIMEOUT,1,17,17,0,0,0.0,12,2,0,1
659.61,upi,saas,none,transient,GATEWAY_TIMEOUT,1,16,11,5,3,0.3125,13,2,0,1
2190.13,credit_card,ecommerce,active,transient,PROCESSING_TIMEOUT,1,25,16,9,4,0.36,13,2,0,0
1439.69,upi,healthcare,none,transient,PROCESSING_TIMEOUT,1,25,22,3,1,0.12,14,2,0,1
603.55,upi,healthcare,none,transient,PROCESSING_TIMEOUT,1,23,22,1,1,0.0434782608695652,15,2,0,1
8497.2,upi,saas,none,transient,PROCESSING_TIMEOUT,2,7,4,3,0,0.4285714285714285,16,2,0,0
1780.86,upi,ecommerce,active,insufficient_funds,INSUFFICIENT_FUNDS,1,21,20,1,0,0.0476190476190476,17,2,0,1
2803.75,credit_card,education,none,network_failure,CONNECTION_FAILED,2,13,11,2,0,0.1538461538461538,18,2,0,0
2063.78,netbanking,ecommerce,none,merchant_error,INVALID_REQUEST,1,20,19,1,0,0.05,18,2,0,0
4465.54,upi,education,none,network_failure,CONNECTION_FAILED,1,9,8,1,1,0.1111111111111111,19,2,0,1
892.26,netbanking,saas,none,network_failure,CONNECTION_FAILED,1,17,14,3,3,0.1764705882352941,20,2,0,1
1032.48,upi,education,active,insufficient_funds,BALANCE_LOW,3,8,8,0,0,0.0,21,2,0,0
109.08,upi,ecommerce,none,insufficient_funds,INSUFFICIENT_FUNDS,1,13,13,0,0,0.0,21,2,0,0
5458.63,debit_card,ecommerce,none,transient,GATEWAY_TIMEOUT,1,24,21,3,3,0.125,22,2,0,0
1618.41,wallet,food,past_due,insufficient_funds,INSUFFICIENT_FUNDS,2,24,23,1,0,0.0416666666666666,22,2,0,0
1374.22,credit_card,saas,none,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,7,5,2,0,0.2857142857142857,23,2,0,0
3493.93,debit_card,ecommerce,none,insufficient_funds,INSUFFICIENT_FUNDS,2,6,4,2,0,0.3333333333333333,0,3,0,0
1599.85,debit_card,food,none,unknown,UNKNOWN_ERROR,3,28,27,1,0,0.0357142857142857,0,3,0,0
1213.2,upi,healthcare,none,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,11,10,1,0,0.0909090909090909,1,3,0,0
4194.36,credit_card,travel,none,expired_payment_method,CARD_EXPIRED,2,13,12,1,0,0.0769230769230769,1,3,0,0
1305.85,netbanking,saas,active,transient,PROCESSING_TIMEOUT,1,27,26,1,0,0.037037037037037,4,3,0,1
2218.25,wallet,education,none,transient,GATEWAY_TIMEOUT,2,23,22,1,1,0.0434782608695652,4,3,0,1
345.0,debit_card,education,none,network_failure,CONNECTION_FAILED,1,17,14,3,3,0.1764705882352941,5,3,0,1
418.43,upi,education,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,16,14,2,2,0.125,5,3,0,0
3246.23,upi,travel,none,transient,GATEWAY_TIMEOUT,1,11,8,3,2,0.2727272727272727,6,3,0,1
2160.49,credit_card,healthcare,active,unknown,UNKNOWN_ERROR,2,6,6,0,0,0.0,7,3,0,1
2131.77,upi,healthcare,active,authentication_failure,OTP_FAILED,1,13,13,0,0,0.0,8,3,0,1
2678.48,wallet,saas,none,authentication_failure,AUTH_FAILED,2,13,12,1,1,0.0769230769230769,10,3,0,1
8781.85,credit_card,education,active,insufficient_funds,BALANCE_LOW,2,13,13,0,0,0.0,10,3,0,0
1132.21,netbanking,food,active,transient,PROCESSING_TIMEOUT,1,5,3,2,1,0.4,10,3,0,1
2327.36,credit_card,education,active,expired_payment_method,CARD_EXPIRED,3,27,15,12,10,0.4444444444444444,11,3,0,0
1448.16,upi,food,none,expired_payment_method,CARD_EXPIRED,1,10,7,3,1,0.3,11,3,0,0
421.99,debit_card,food,active,insufficient_funds,BALANCE_LOW,1,18,17,1,1,0.0555555555555555,12,3,0,0
4217.91,upi,healthcare,active,unknown,UNKNOWN_ERROR,2,25,19,6,1,0.24,12,3,0,1
2813.96,upi,healthcare,none,transient,PROCESSING_TIMEOUT,2,26,23,3,1,0.1153846153846153,13,3,0,1
6816.6,wallet,food,none,network_failure,CONNECTION_FAILED,1,6,5,1,0,0.1666666666666666,13,3,0,1
2791.37,credit_card,healthcare,active,unknown,UNKNOWN_ERROR,2,29,21,8,4,0.2758620689655172,13,3,0,1
2798.02,credit_card,ecommerce,active,transient,PROCESSING_TIMEOUT,1,5,4,1,1,0.2,15,3,0,1
1129.87,credit_card,food,active,insufficient_funds,BALANCE_LOW,2,11,10,1,0,0.0909090909090909,16,3,0,0
2221.4,upi,ecommerce,past_due,authentication_failure,OTP_FAILED,1,2,2,0,0,0.0,17,3,0,1
2934.44,credit_card,saas,active,insufficient_funds,BALANCE_LOW,1,5,5,0,0,0.0,17,3,0,1
2496.93,upi,healthcare,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,24,19,5,0,0.2083333333333333,17,3,0,1
2496.29,upi,travel,active,merchant_error,INVALID_REQUEST,1,3,2,1,1,0.3333333333333333,18,3,0,0
1789.16,credit_card,ecommerce,none,merchant_error,MERCHANT_CONFIGURATION_ERROR,2,13,12,1,1,0.0769230769230769,20,3,0,1
356.15,netbanking,education,active,transient,PROCESSING_TIMEOUT,3,22,21,1,0,0.0454545454545454,20,3,0,1
2994.18,netbanking,travel,none,network_failure,CONNECTION_FAILED,2,16,15,1,0,0.0625,20,3,0,1
3350.37,upi,travel,past_due,insufficient_funds,BALANCE_LOW,3,8,5,3,1,0.375,4,4,0,0
3446.75,upi,healthcare,none,insufficient_funds,BALANCE_LOW,2,12,7,5,4,0.4166666666666667,5,4,0,1
9206.98,upi,saas,none,insufficient_funds,BALANCE_LOW,3,6,5,1,1,0.1666666666666666,5,4,0,0
5670.89,debit_card,food,active,network_failure,CONNECTION_FAILED,2,16,8,8,3,0.5,5,4,0,0
1021.51,wallet,education,active,expired_payment_method,CARD_EXPIRED,2,21,14,7,4,0.3333333333333333,6,4,0,0
10775.23,netbanking,saas,active,authentication_failure,OTP_FAILED,2,17,15,2,0,0.1176470588235294,6,4,0,1
3489.67,upi,food,none,insufficient_funds,INSUFFICIENT_FUNDS,3,6,3,3,3,0.5,7,4,0,0
1900.31,upi,education,none,insufficient_funds,INSUFFICIENT_FUNDS,1,21,17,4,2,0.1904761904761904,8,4,0,0
1851.3,credit_card,travel,none,transient,GATEWAY_TIMEOUT,3,1,1,0,0,0.0,10,4,0,1
785.84,upi,education,past_due,authentication_failure,OTP_FAILED,1,18,14,4,4,0.2222222222222222,12,4,0,0
1881.78,credit_card,healthcare,active,insufficient_funds,BALANCE_LOW,1,8,7,1,0,0.125,12,4,0,0
4093.17,credit_card,food,none,expired_payment_method,CARD_EXPIRED,2,17,14,3,3,0.1764705882352941,12,4,0,1
3974.74,credit_card,education,active,transient,PROCESSING_TIMEOUT,2,16,9,7,1,0.4375,13,4,0,0
2395.76,credit_card,healthcare,active,unknown,UNKNOWN_ERROR,2,1,1,0,0,0.0,13,4,0,0
3153.67,credit_card,saas,none,network_failure,NETWORK_ERROR,1,28,25,3,0,0.1071428571428571,14,4,0,1
1562.82,credit_card,food,none,transient,PROCESSING_TIMEOUT,2,19,17,2,1,0.1052631578947368,14,4,0,1
1651.37,credit_card,saas,active,authentication_failure,AUTH_FAILED,1,4,3,1,1,0.25,14,4,0,1
1650.26,upi,healthcare,active,insufficient_funds,INSUFFICIENT_FUNDS,2,19,12,7,4,0.3684210526315789,16,4,0,0
1125.88,upi,ecommerce,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,2,20,17,3,2,0.15,16,4,0,0
1194.2,upi,education,none,insufficient_funds,INSUFFICIENT_FUNDS,1,13,11,2,2,0.1538461538461538,17,4,0,1
889.99,netbanking,food,none,unknown,UNKNOWN_ERROR,1,24,23,1,1,0.0416666666666666,17,4,0,1
176.69,upi,food,none,unknown,UNKNOWN_ERROR,1,11,8,3,1,0.2727272727272727,18,4,0,0
663.51,wallet,education,none,transient,GATEWAY_TIMEOUT,1,17,15,2,0,0.1176470588235294,18,4,0,1
1093.75,debit_card,food,none,authentication_failure,OTP_FAILED,2,10,6,4,4,0.4,20,4,0,0
1283.38,debit_card,ecommerce,active,network_failure,NETWORK_ERROR,1,5,4,1,0,0.2,20,4,0,1
743.06,wallet,travel,none,transient,GATEWAY_TIMEOUT,2,3,3,0,0,0.0,20,4,0,1
1047.65,upi,education,active,merchant_error,INVALID_REQUEST,1,24,20,4,3,0.1666666666666666,23,4,0,1
1759.3,netbanking,saas,past_due,network_failure,CONNECTION_FAILED,2,5,3,2,2,0.4,0,5,1,0
3741.26,upi,travel,none,merchant_error,INVALID_REQUEST,2,27,22,5,4,0.1851851851851851,0,5,1,0
902.08,upi,ecommerce,active,insufficient_funds,INSUFFICIENT_FUNDS,1,12,7,5,5,0.4166666666666667,2,5,1,0
1979.75,debit_card,travel,active,transient,PROCESSING_TIMEOUT,1,7,6,1,0,0.1428571428571428,2,5,1,1
4458.53,debit_card,education,none,unknown,UNKNOWN_ERROR,2,21,16,5,4,0.238095238095238,3,5,1,1
698.96,upi,ecommerce,none,transient,GATEWAY_TIMEOUT,1,16,12,4,4,0.25,4,5,1,1
979.58,upi,healthcare,none,authentication_failure,AUTH_FAILED,3,10,7,3,1,0.3,5,5,1,0
3362.86,wallet,healthcare,active,expired_payment_method,CARD_EXPIRED,3,23,15,8,8,0.3478260869565217,5,5,1,0
2729.41,credit_card,food,none,authentication_failure,AUTH_FAILED,2,12,8,4,4,0.3333333333333333,6,5,1,1
1236.31,netbanking,saas,none,transient,GATEWAY_TIMEOUT,1,15,7,8,5,0.5333333333333333,6,5,1,1
1755.37,credit_card,saas,none,authentication_failure,AUTH_FAILED,1,17,13,4,2,0.2352941176470588,6,5,1,1
5152.94,credit_card,saas,active,expired_payment_method,CARD_EXPIRED,3,19,15,4,2,0.2105263157894736,8,5,1,1
2301.67,credit_card,saas,active,transient,PROCESSING_TIMEOUT,1,11,11,0,0,0.0,10,5,1,1
527.87,credit_card,travel,active,insufficient_funds,BALANCE_LOW,1,29,21,8,0,0.2758620689655172,10,5,1,0
511.81,netbanking,ecommerce,active,transient,GATEWAY_TIMEOUT,1,21,14,7,0,0.3333333333333333,13,5,1,1
776.63,credit_card,food,none,authentication_failure,AUTH_FAILED,2,22,19,3,1,0.1363636363636363,13,5,1,1
1381.25,netbanking,ecommerce,none,transient,GATEWAY_TIMEOUT,1,17,13,4,1,0.2352941176470588,14,5,1,1
1875.16,credit_card,travel,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,2,21,20,1,1,0.0476190476190476,14,5,1,0
1625.13,debit_card,education,past_due,expired_payment_method,PAYMENT_METHOD_EXPIRED,2,7,5,2,1,0.2857142857142857,15,5,1,1
1145.76,upi,travel,none,insufficient_funds,BALANCE_LOW,2,12,10,2,1,0.1666666666666666,15,5,1,0
469.86,upi,education,none,transient,PROCESSING_TIMEOUT,1,21,15,6,0,0.2857142857142857,16,5,1,1
1061.74,upi,travel,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,3,26,25,1,0,0.0384615384615384,16,5,1,0
20323.5,upi,saas,active,insufficient_funds,INSUFFICIENT_FUNDS,1,23,13,10,1,0.4347826086956521,17,5,1,0
1273.81,upi,saas,active,insufficient_funds,BALANCE_LOW,1,6,5,1,1,0.1666666666666666,17,5,1,1
11209.04,wallet,travel,none,unknown,UNKNOWN_ERROR,3,23,22,1,1,0.0434782608695652,18,5,1,0
2598.24,upi,food,none,unknown,UNKNOWN_ERROR,2,12,11,1,0,0.0833333333333333,18,5,1,1
2248.31,wallet,food,none,unknown,UNKNOWN_ERROR,1,24,19,5,0,0.2083333333333333,19,5,1,0
2422.06,credit_card,healthcare,active,transient,GATEWAY_TIMEOUT,1,3,3,0,0,0.0,21,5,1,0
1236.14,debit_card,healthcare,none,unknown,UNKNOWN_ERROR,3,11,11,0,0,0.0,23,5,1,1
11613.26,credit_card,food,active,authentication_failure,AUTH_FAILED,3,29,28,1,1,0.0344827586206896,0,6,1,0
11723.09,upi,food,active,insufficient_funds,INSUFFICIENT_FUNDS,1,14,10,4,3,0.2857142857142857,1,6,1,0
872.87,upi,healthcare,none,transient,PROCESSING_TIMEOUT,1,29,25,4,2,0.1379310344827586,1,6,1,1
3068.84,netbanking,travel,none,expired_payment_method,CARD_EXPIRED,1,21,17,4,3,0.1904761904761904,1,6,1,1
1592.37,upi,healthcare,active,unknown,UNKNOWN_ERROR,1,17,16,1,0,0.0588235294117647,2,6,1,1
867.97,credit_card,food,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,2,23,20,3,2,0.1304347826086956,3,6,1,0
2262.97,debit_card,travel,active,transient,PROCESSING_TIMEOUT,2,11,11,0,0,0.0,5,6,1,1
2120.87,wallet,saas,none,transient,PROCESSING_TIMEOUT,3,11,10,1,0,0.0909090909090909,6,6,1,1
4576.12,wallet,food,active,insufficient_funds,BALANCE_LOW,1,26,20,6,2,0.2307692307692307,6,6,1,1
805.37,upi,food,active,transient,PROCESSING_TIMEOUT,2,2,2,0,0,0.0,7,6,1,1
251.31,upi,healthcare,active,transient,PROCESSING_TIMEOUT,1,29,15,14,13,0.4827586206896552,7,6,1,1
1298.73,credit_card,education,none,insufficient_funds,BALANCE_LOW,1,22,22,0,0,0.0,9,6,1,0
5391.73,upi,education,active,network_failure,CONNECTION_FAILED,2,28,27,1,0,0.0357142857142857,10,6,1,1
2463.48,netbanking,travel,none,transient,PROCESSING_TIMEOUT,1,21,14,7,2,0.3333333333333333,10,6,1,0
5174.0,credit_card,saas,none,network_failure,NETWORK_ERROR,2,15,9,6,4,0.4,11,6,1,1
7690.68,upi,travel,none,transient,PROCESSING_TIMEOUT,2,29,29,0,0,0.0,11,6,1,0
1484.17,credit_card,healthcare,none,merchant_error,INVALID_REQUEST,1,13,3,10,5,0.7692307692307693,11,6,1,0
3018.68,wallet,ecommerce,active,transient,GATEWAY_TIMEOUT,3,9,6,3,1,0.3333333333333333,12,6,1,0
1753.65,credit_card,education,past_due,network_failure,NETWORK_ERROR,1,5,5,0,0,0.0,12,6,1,1
6849.35,upi,food,active,transient,GATEWAY_TIMEOUT,1,15,12,3,2,0.2,13,6,1,1
1235.29,credit_card,ecommerce,none,unknown,UNKNOWN_ERROR,3,27,21,6,3,0.2222222222222222,13,6,1,1
785.56,upi,saas,none,merchant_error,INVALID_REQUEST,1,13,6,7,0,0.5384615384615384,13,6,1,1
